sequence	16S_rRNA_Count	metadata_NSTI	closest_reference_genome
0e690bdf1efaf9b0cee49c31805e711c	1	0.23118	GCA_023438785.1
0e77b250ed3b5cfd7d9e6080476deb4e	1	0.03085	GCF_003054705.1
0e7d77870673c9ccadaf165d92665b9d	2	0.010965	GCA_012027035.1
0e87d4f1c069199c3c6ced98d0284220	1	0.243287	GCA_021158845.1
0e9fdb7cc7379dddd03959657280577e	1	0.233575	GCF_900187945.1
0ea1426293c4a847edaaa88e5eb62c23	1	0.118661	GCA_024666565.1
0ea5e5f1affc5cb9213906d9e7680631	1	0.107343	GCA_019694875.1
0ea7b54caecd9eb4b21fbc4330d14fb8	1	0.166139	GCA_002238485.1
0eb15bddba117a0ae1bbcdfa37c89599	2	0.050171	GCF_900091425.1
0ed00572cf32cedfbd5e1eecdca220bd	1	0.109315	GCF_014654935.1
0ed2dfbfe08e83dfe60c2ffd5ab4d7fe	4	0.130036	GCA_015487435.1
0ee659e8c51298b4bc8082ec93ec5a20	1	0.007425	GCF_003047285.1
0ef219caceebbb4726ecbd72ce3f4279	1	0.072156	GCA_016710435.1
0efb744ea38a890e08a12a7b33f6495f	1	0.011499	GCA_017881465.1
0f0011a01fb985c315ca4c5c405c3b41	1	0.090766	GCA_900149695.1
0f07ddce1eac02e3eac023ce76d216f4	1	0.12605	GCF_003015185.1
0f0d37a0c810e4446c5537eda22cb239	1	0.226966	GCF_007859955.1
0f13685010d0f25dcb38518a412b6be2	1	0.017014	GCA_021414005.1
0f1667f4f117b865859e40813fe85895	1	0.223532	GCA_913774715.1
0f1941282c37404429c575da250ee913	2	0.081007	GCF_000169155.1
0f20368641ee8b367ef28fcdbfca95d7	1	0.017079	GCA_021414005.1
0f3d4494f4f7ce0974d898f484245751	1	0.053804	GCF_001263205.1
0f3eca38ac8bb3a9419f1590b82e5b3b	1	0.025999	GCA_016871515.1
0f497033614bf46ff662122134ba2892	2	0.026624	GCA_016719945.1
0f5e38944474d4795d92db3f2217cd3b	1	0.213688	GCA_025054955.1
0f6b9be0b04e71364f960e14a06c2d8a	3	0.041653	GCF_001499655.1
0f6f996b04abfcd38f484c0eb3883c1c	1	0.00015	GCF_012971745.1
0f78d761e80f50246fdf60b79bb7cd41	1	0.155812	GCA_004211595.1
0f7fe763418668432a78be76b4d90946	1	0.084989	GCA_013817545.1
0f92f396d61e475bb4022b5d2761402d	1	0.084081	GCF_000756815.1
0f9ca4cef888bb6cd4fc20e8ad84d7ab	1	0.044131	GCF_001695835.1
0fae7353acdda032845cfca26f68bef6	1	0.166139	GCA_002238485.1
0fb5bf245a9cf26748decd7aabe6c413	1	0.094237	GCA_009908425.1
0fb93823dfaff20653160aba843f086c	1	0.168607	GCA_020718205.1
0fbbae415b747c0a1c47104e347196a6	1	0.122474	GCA_024128875.1
0fbd656b9dc42c77799ef7d0901abe58	1	0.078589	GCA_021730945.1
0fc68ad636cbd843c8f926f64fb550c5	1	0.052415	GCA_015351705.1
0fe32e04dcf059b66587e102d4c3ff4a	1	0.007453	GCF_001425235.1
0fe602555aff1d08070845d097dbc684	2	0.140622	GCA_016713325.1
0fec66eb9679f525dc5a74fc796a7bed	1	0.086625	GCA_018604165.1
0fedc363ef3731f59419684724fe6609	1	0.154349	GCF_003351045.1
0ff0e3b50fa1716d392f07498f978e83	1	0.153064	GCA_016793635.1
0ff60ce27ff62ca6815fd44ee5ad1c1a	1	0.011016	GCF_013344685.1
0ffce6d90f074adca2b096208ed28ebf	1	0.104145	GCF_009866965.1
100a213da3d237c11506d85333bad9b9	1	0.167684	GCA_019637855.1
104570ee2fffabb5c3f2923b2818438a	1	0.085378	GCA_024128875.1
104b7cc83066edf04e4cf95e4d9c5150	1	0.043526	GCF_000422565.1
104c0443f6ca196b6efa2c4327d9c59c	1	0.19505	GCA_025055215.1
1058f1c407b72062bec31d752f85fc82	1	0.063043	GCF_013283645.1
1062d931fbc075703628c9c3b4f6f13e	1	0.246636	GCA_934234055.1
106a92384bbae323ff37f1deecb363f5	1	0.065559	GCF_018598585.1
107f436d6b691f2045a110f98105915d	1	0.00015	GCF_023516455.1
108f56919094ad973aeff60453764cd5	2	0.360291	GCF_000021725.1
1090f4ac4782151a9daea7853f2853d9	1	0.047192	GCF_004355005.1
1092d548e0e00a69a0193b05624cd5ab	1	0.007184	GCA_019694395.1
10a37dc1ff0f09dd398d12e4ff2d96b9	1	0.083326	GCF_003254505.1
10b4ca235a8fd0824cf2c7ad51ee2830	1	0.389569	GCA_021158845.1
10b8377177cee76e9fecee8557b4f7fd	1	0.131659	GCA_013817545.1
10c70fbd2a4f3696b274c071db32a66a	1	0.282698	GCF_007747215.1
10ce7954c7527fbc48b7a8d11d8f7e3b	1	0.168607	GCA_020718205.1
10ce9951b2ff565af96a3e067d2d1404	1	0.258697	GCF_001592745.1
10eb30fe183c55414a4e91f6d149d006	4	0.130036	GCA_015487435.1
110385388de35429c624b4e8d235012c	1	0.041021	GCA_903859705.1
11067a9ba2f998d88b4ff24e0aac2367	1	0.05907	GCA_020073005.1
1110f12e8ca49ccde1a1a7ceb9ce071f	2	0.011367	GCF_000015045.1
112476b2e79f0287b0ea9c0e1a4771bb	2	0.197937	GCA_013122435.1
1127edd9405257076ecc8e25ea3fa821	1	0.109685	GCA_016870325.1
112e28ca913bca18f10d4e9b2a7986f0	1	0.010829	GCA_019075925.1
113b4d2d59faec1b5c9df90c3b220cf1	2	0.048167	GCA_016716665.1
113d300b4f80b66fc1722003d41fdd0a	1	0.111046	GCA_016873455.1
1141611aaa7b816eb750e470c109f4e8	1	0.204535	GCF_000025185.1
11492161058b4b04e31b4bb7ae079816	1	0.071343	GCA_018604165.1
114dc96b5bda8e03979b5d919f7df40a	2	0.140622	GCA_016713325.1
11511cec458aa54526ebc6de1f30c12b	1	0.064372	GCF_007741515.1
1156b1718a80fcecf2277ea68d479a54	1	0.129103	GCA_021768245.1
11637ec13053b5215d76f88b71968668	1	0.008572	GCF_900104925.1
116af115cc2ef0ec3ae98b825390aff1	1	0.057997	GCA_018057705.1
117dedced814ff4dbba34c6eec4c6165	1	0.039402	GCA_002085155.1
1180a09367eb65c7d4d0077d48b0549b	1	0.035854	GCF_001686985.1
118475d37b5eae4faa73050907ecc7e5	1	0.026676	GCF_011046735.1
118fdc8b67c1f9a3a54f5e90f391a02f	1	0.595246	GCF_001484045.1
119820cf120a44939c95cf03b55e45a8	1	0.059403	GCA_016703895.1
11a20ca0ca13ec75830c143cb4ae3fe4	1	0.12178	GCF_900108055.1
11a963b2bc723a068e0a9810d307ab06	2	0.041138	GCF_007745175.1
11ab6b44fb5cdba39a8e1b64f2974b8d	1	0.022518	GCF_009827655.1
11ad3aa73ec740299814979931c26818	1	0.070573	GCA_021777765.1
11b0257c0553d78df8072d14e4417882	1	0.003731	GCF_022669155.1
11b92bbc0926e68eee22cdf261e1ded6	1	0.007384	GCF_011300455.1
11ba04614fa93387bd54d56d6dab5a4c	1	0.069895	GCF_003628125.1
11c349110d7d1fa47985d02255ef2782	1	0.028076	GCA_013816615.1
11c914304f295b71282edfec72528569	1	0.025804	GCA_008933705.1
11ca8c47411f1c87c50d732fe256dc81	1	0.072013	GCA_016870325.1
11cbc693b8506a5ffe31f089d07afbd0	1	0.00015	GCF_002095395.1
11cbf1bcbcf4de7ffa11b4d53b3358bb	1	0.236659	GCA_021731045.1
11d8ac0fdb99bad5f2bb874a07205260	1	0.038952	GCF_013112485.1
11e45056c9780b41e0cf5de8aa5e50ae	1	0.135768	GCF_016863255.1
11f2c3d3551ab7e43d2fa842cd6848da	1	0.219264	GCA_020849105.1
121c960f36829c9004438a1873b605ca	1	0.00015	GCF_001441535.1
122bb6b8524d1aeb9548d2386584a699	1	0.0261	GCA_004366385.1
1235b5c246b262ec582745f92d159f45	1	0.011278	GCA_001769925.1
12543cd612d3d82bd322ec326bb9015a	1	0.412019	GCA_022072165.1
1255271eb15516fc0549080bbccc38b4	1	0.224158	GCF_015169395.1
12585de8408080da7b8359fa9c1dd97b	1	0.062372	GCA_023169805.1
12648d05c7751535ee76eac8120b1afb	2	0.102896	GCA_016717335.1
1278b2e17e2181b901f03cbc2a237700	1	0.125856	GCA_910577815.1
128c7884431d760e1f1b106523190cbd	1	0.169891	GCA_002418215.1
128fa98eceb246deb1a6b9750c7352b8	1	0.459829	GCF_001484045.1
129e3fd12585de7117299bd599fb45a7	1	0.00015	GCF_018598225.1
12a91ab87e9670f533f99a34057fe499	3	0.00015	GCF_003340495.1
12cfea66899274e4dd789c6bbcd5560e	1	0.00015	GCF_001429605.1
13029a877d1de19be775888e200f58bb	1	0.214853	GCA_021806765.1
131bee67c7669e8368db68079bf7d1cf	1	0.033448	GCF_001592735.1
131f1e61de7e2572570fb9c88b9fba76	1	0.068455	GCA_002085155.1
132c19be7c6c23017a3c236847e1627d	1	0.00015	GCF_007065885.1
132de6173f77ae0437fbd3606cd4f600	1	0.129103	GCA_021768245.1
1333a72a25e002678b3ee6f28d16641c	1	0.117928	GCF_015070375.1
133e36a4daa5410096864c2c77aeb058	1	0.089377	GCF_001618865.1
133e91ecbb3009f46d4bea7d5da02559	2	0.258245	GCA_016718825.1
13451b3d4e1b8a11026784311502880c	1	0.269847	GCA_021773275.1
1357ce63ec927b448e28310bfe410262	1	0.06262	GCF_018135625.1
1364a9b0c4a7bf5da794def29ca0eea9	1	0.095349	GCA_002085155.1
1364c1e638a3200ed050de73854b8893	1	0.090687	GCF_015169395.1
136f66213653044f3a3244b4689f5b8b	1	0.088268	GCA_019639195.1
13703adb01c9f49c53fc9dcb7ef2a887	4	0.018601	GCF_001955925.1
13795dbdf6581782407391bb66edba9a	1	0.098521	GCF_016924655.1
1383e9b1d76b6bc272a39935331efe47	1	0.109005	GCF_900102695.1
13a49dc98577b01fb60139b536d9f4d3	1	0.118661	GCA_024666565.1
13b4e80bb35c496fe94bcc93a9d4883e	1	0.245712	GCF_001431295.2
13c4f0cbd8d12db61da38f7f99f8fd1b	1	0.109728	GCA_016718605.1
13da6d6658f3d0bd9819cd399b5fcc3b	2	0.006164	GCF_003044275.1
13de2f85eccff0bf4902393ce993527f	1	0.035159	GCA_003220225.1
13ed17995c61299e0ee0021fbb4efbb6	1	0.095743	GCF_900142105.1
13f2c7d9bd7bd1c81c8d53834b8e8e6e	1	0.047699	GCA_019686135.1
13f52da37145b5a1c708470759707f2d	1	0.011263	GCA_018969425.1
13f54a411926fd266cbeb0e7f36740c8	1	0.067041	GCA_903844155.1
13f62ffddec1ec74e27ea7a1c6570c4a	1	0.145273	GCA_945875585.1
1411a0c06ea7a3c19e2ecafe0f75690b	1	0.132278	GCF_003977685.1
14129a1d129f50df12b4c72131dbaeb7	1	0.04217	GCA_013816405.1
14161070fe4e0bc41ba4bf80ea265822	1	0.202773	GCF_008329965.1
14174465d406f57fa8ba5b9adec42a00	1	0.062851	GCA_013816265.1
1418b173eb76a2dbc4674f43acebcc33	12	0.211445	GCA_022818495.1
142717f1e1ae8cf009045cc281370152	2	0.142312	GCF_022496765.1
1438f22cdeb0265ce13f1e5cd4e43ce4	2	0.026909	GCA_016709665.1
146d075629aaa442eb695fd678127ecd	1	0.092434	GCF_011759375.1
14787eee21949f2ce2c8e95dfe7b645a	2	0.197937	GCA_013122435.1
147cda4f14a074ee159ff8b3372f921d	2	0.027525	GCA_016704895.1
147f49d4d684ac444439985b662334f3	1	0.129103	GCA_021768245.1
14822d1bd83316743033e2e7260e6ab7	2	0.030658	GCA_001602455.1
14852adc51c4b5f5ba050d102f994fa4	1	0.075786	GCF_002077945.1
14865011083b56fd756c646a2dee0515	2	0.032859	GCA_016710785.1
1490fd4f49789cd28866abbb17a3b337	1	0.047814	GCF_017487345.1
14912462766b0a02ad33b1dc40b3e522	1	0.016516	GCF_002982075.1
149cff010ea9382f06ed3482ea26e9cb	1	0.038586	GCF_009792355.1
149ea18d5a7f2ce71d5361494334c482	1	0.171547	GCA_013791745.1
149fae72fb5260c339704658b161a823	1	0.249083	GCA_015709595.1
14aa3cd5325e141fb96f97b9736b8faa	1	0.106658	GCF_024758565.1
14d5d565b8d64d5347de5ac4ab4062aa	1	0.095955	GCA_013414765.1
14da7f9331c1ec54d8cf096d21babbff	1	0.126478	GCF_900108055.1
14e781c9a791a8f503c067c56876451f	1	0.046007	GCF_009739515.1
14ee1fd4e69e05fa96c7dfeb426b0639	1	0.021699	GCF_003258865.1
14f5e27a218d0527f05057e6c30fcda8	1	0.040709	GCA_016705325.1
1518d1b0f32f2f9db33a98a463a9f275	1	0.116897	GCF_900108055.1
151c911c2fa0b7a0a09e9ed888d9710c	1	0.144028	GCA_013285465.1
15220a8183e4a8fcd94a7b80673deeec	1	0.129103	GCA_021768245.1
153099e759ce3755a1d686782bd3404f	1	0.055774	GCA_019912385.1
15474ff21aa7d69d4db6f2f58ac0ed37	1	0.195181	GCA_020161935.1
156f0b175c33cdaec26ed7dcc818a623	1	0.09256	GCA_021778335.1
1576f5762b73113f8d547080f103d1d7	1	0.265593	GCA_021778805.1
1588145fbe5c470950b676f94aef7e1e	2	0.161453	GCA_000526415.1
158fe53af88065dcf74b7390ea0b23ae	1	0.086059	GCF_001592745.1
15951f5d249c6f2ef8b650f023fdc27c	1	0.066844	GCF_000419605.1
159f44fd115f5f1c4d0614612f46a377	1	0.249958	GCF_015169395.1
15a34122ea7c1d925169c64912ec2c67	1	0.244113	GCA_011526105.1
15a3eabc7b4118ffd3fe9939f53926a1	3	0.251969	GCF_940143175.1
15b91823cf23ef7a4b18caacca08e974	1	0.322245	GCA_021806765.1
15cbf30d513287500a993ac302120cce	1	0.286255	GCA_002705055.1
15d2780df8f6468a70487cc716d930e6	1	0.150874	GCA_013377075.1
15d687c24df6345a7400793f3937beff	1	0.107367	GCF_007970665.1
15d9f6ea0063fad89944bf9b7ee391d4	1	0.00015	GCF_016865485.1
15dab1dfca6a5df004f998ad5fa2e959	1	0.026304	GCF_000143145.1
15ed2a0856a30dbdbca6d3c1f2eb9afd	1	0.169079	GCA_022844125.1
15ed42313cef92af2e074a6bc1aeec48	1	0.12615	GCA_018436725.1
15fafa03134a7629517eca39ccc1640f	1	0.032876	GCA_016872595.1
16176cb4870fb4e80c0adfc7292bedbf	1	0.090199	GCA_009845425.1
162259990edf0f249aa82f8a01a0ad06	1	0.078609	GCA_903859705.1
1626fd82e4c2935f204926ece260e333	1	0.075498	GCA_020073005.1
162ad7d6a8df616b5c210a6189eb1e56	1	0.166139	GCA_002238485.1
1633652e876d550c96688308f2ca4102	1	0.350121	GCA_903926205.1
1644f08f2baa6849958e101aa69a23d5	1	0.045427	GCA_019683695.1
164a98c8e795df264a7aeff27718222c	1	0.072882	GCF_900187945.1
164f306bb839e9b59da9251e77eafbaf	1	0.063573	GCF_011492965.1
16572e44b8db39163a26c3f14a2f5d11	1	0.513558	GCF_001484045.1
165bcdf0646892dece242dcffee8b3e3	1	0.045806	GCA_002085155.1
1673cb7b6135324af7498c0e066d30eb	1	0.010927	GCF_011044495.1
168cb9a078722f10f48c9322a1953628	1	0.459829	GCF_001484045.1
169a0c91f452d4cd9488177f91b27a5b	1	0.103598	GCA_020629695.1
169a7bc442bf0104510564334be97afa	1	0.068709	GCA_019695055.1
169bb65e0f8e534aff2f28840df112bc	2	0.050784	GCA_013414685.1
169c3d513f170f2e4474f33638af72c3	1	0.119702	GCA_009845425.1
16a603f15ac81a5776f6c88411a637e2	1	0.065338	GCF_018449475.1
16daf065d212c91368c97cd6b6b2d023	2	0.032465	GCA_016710765.1
16e2374b02de491df43967926a0c6a63	1	0.045069	GCA_003134765.1
16f5acaf27e35a32c21ef5111cceffe9	1	0.161164	GCF_000152145.1
1701c081ad59a53de170b7210e4c3879	1	0.314495	GCA_020635905.1
1702493ac7a70b312de648f2de4f69b2	2	0.038436	GCF_001262605.1
17071586f3fb410f8b19496d31e9fe7b	1	0.157231	GCA_018433585.1
172824129dc74af5a7b13e6deb846bba	1	0.074006	GCF_014207595.1
172854c251d46c83b1f517667bdb06ce	1	0.117134	GCA_022842935.1
17467a3ec1be0ed931f7a6cadad3084b	1	0.149905	GCA_016200145.1
174ad898e1fd9f7eca88bcba41b66125	1	0.022311	GCF_918741295.1
1751447582fbaf2285bfa6bba1bee9ca	1	0.016041	GCA_945901935.1
17514d1cc6ec1c2af93aa438c82e02de	1	0.105443	GCA_009908425.1
17565ebd025bc493853b2520d8d1a4e7	1	0.103941	GCF_009906795.1
175665480c1f293e1b72432e5230a442	1	0.067289	GCA_003134765.1
176243a43e6e2072f1c6015936d31d86	1	0.234644	GCF_007751035.1
176aa6f8cde95f30c37ae9779eb4b6b8	1	0.027642	GCF_003351045.1
177afed478e8700896f2a7283dbb90b1	1	0.042678	GCA_019912385.1
179148339472c675a982904e760dadf0	1	0.02618	GCA_013697705.1
1796236ca1c638041bf34d339ddece81	1	0.121642	GCA_016707895.1
17ab73a487a3f2b29a2868bb8ad87672	1	0.238537	GCA_903907995.1
17b861dc262293e97701d90e9ec8b656	1	0.146673	GCA_016744855.1
17bd7a52851e6a704d493a8d17a98b59	1	1.825575	GCF_001484045.1
17c171ce10d22010cabfc28fe6f39010	1	0.00015	GCF_000160875.1
17c239920aac53c1d3e1fc83f4daf2bd	1	0.032448	GCF_918741295.1
17c8110fc7acfc754605548fd2aed37d	1	0.012863	GCA_903839035.1
17c9af6261cd24c35c1acd46b9f4b114	1	0.052215	GCF_003697785.1
17cf626db5a370d6d05fec6fc3de7bdd	1	0.042768	GCF_023516455.1
17d0a9a34aecff279529834cd3baa384	1	0.19933	GCA_000739655.1
17d84c9f9d6de90cd2a893ca5a6d82b6	1	0.064937	GCA_021802825.1
17dab8df1a9d10473800151fe553bb4a	1	0.023595	GCA_019683695.1
17dbd1660c51adff13e626c0926c526d	1	0.003697	GCF_002973605.1
17e84dff57d668a6f0f3ed18fcae6569	1	0.041687	GCA_903896045.1
18077a65c2f094c443492a51fdc4baac	1	0.053023	GCA_900549855.1
1807aeddc2194f804ff55b82b52220fa	1	0.213741	GCA_016713885.1
1816afbd12de182c3d9f053a7fd710f6	27	0.03093	GCF_002243515.1
181b85d72a20a3bb7fc684f5fb8c8145	1	0.163101	GCA_023150805.1
1822aa2fa63ba05f77878a36a3457952	2	0.215528	GCF_000025005.1
1828aa723b4c39e616416fc60705b90d	1	0.03995	GCA_019639155.1
182da8f590736d5f3652ae0ae70d3c8c	1	0.018161	GCA_019459525.1
1837d44bae9e83a089f8edfcbf63a0db	1	0.10983	GCA_004017275.1
1838ca8502cf4d8a59bb8c156debfb9b	2	0.361279	GCF_000021725.1
185198573ec434dbb2765155d8744110	1	0.004062	GCF_013761175.1
185652f59b80fc34ed451c886e90541d	1	0.070157	GCA_018433585.1
18729756bbc0a32aaf5c5785c7225038	1	0.017462	GCA_016872595.1
1885c0af2dd33e310cd16b229b34ce36	1	0.152766	GCA_020634855.1
188799168a4176f2ade7ec50d50440dd	1	0.058767	GCF_001263205.1
1888ba4124f1c2135edc4ddfe7d6ef88	1	0.71199	GCA_025061835.1
1893fe3478c4fb4e12b3c2a3a7c13ae7	2	0.056142	GCA_016716665.1
18976f8485b2a547912214d3ee8b8560	1	0.149969	GCA_002862305.1
18a4e971888d4d2ccb32913c07560597	2	0.09469	GCF_003111665.1
18a841f473ffb2e33dff898876d3e3ec	1	0.0941	GCF_015169395.1
18b6e8117f732f027a6d607caa5e6f4b	1	0.018116	GCA_016719015.1
18b79e155f3c138fa2c01caa047fd2d5	1	0.04255	GCA_021323225.1
18b962c9bc57e677ca084bf08474d4d8	1	0.023261	GCF_006516955.1
18c284ed9cfba8aca810878d72add375	1	0.168607	GCA_020718205.1
18c34b1d9762fa02f3efa32eae2d9c63	1	0.00015	GCF_000801335.2
18d049eda5d9cc57f912448be1fa8e17	1	0.045122	GCA_021730945.1
18d89a8b83ddb31b169093cd9fd2d749	1	0.086789	GCA_019634735.1
18f7e0d6b50e4ac8bf32c497b0cecad7	2	0.037153	GCF_013387465.1
18fa0b08b9623e05660a13a3b1211c8c	1	0.02621	GCF_014652635.1
19257210c744010388b8040f566b277f	1	0.063723	GCA_021781455.1
193eebb05e609d67a455e38df777df84	1	0.094654	GCA_017859395.1
1952e25e6a069b7aa07a6f0f1307bf9c	1	0.130255	GCF_008974285.1
195507f0e5c3d80c8e6ceb99a75a4a86	1	0.333455	GCA_022820645.1
195a77eed4d12f8cc4a2e5b526787997	1	0.01171	GCF_003044185.1
1964f0c130feb11bdbe6c3387ef1241d	1	0.181491	GCF_001881495.1
1967ab0fee1fb3ec0cfc2e0d700f7448	1	0.30568	GCA_021778805.1
196cff653228fdb78532f704dbb37538	1	0.156541	GCA_020634855.1
196defbcc8af0858df3b98dd7a752e1b	1	0.040853	GCA_003220225.1
19702d0999d150b87445c9409b327f07	2	0.071683	GCA_902806405.1
1973811c8ce24c2e46f12e90eebb1a84	1	0.079933	GCA_018780035.1
19ad511e0dce551fca029ce8dd156d2d	1	0.152671	GCA_903915775.1
19bcc2f26dfd10905676a95ee3f469b0	1	0.068759	GCF_000419605.1
19c5df13b33d2b3f71a34de4cf31bf42	1	0.029184	GCF_900103325.1
19d241d0a0563a08dbec538687a657d0	1	0.224158	GCF_015169395.1
19d2b7996fc4b4b079bf0d5353741fb1	1	0.03456	GCA_021802825.1
19dfbf8f13f8e7627586e38cbe5ac394	1	0.101123	GCF_000816675.1
19e938fed5792df171632e455a7e909c	2	0.161453	GCA_000526415.1
19f5ed3973d7db7b83e4f97db5c03277	7	0.007607	GCF_016765655.2
19f9c700b7f608a90907f92a7c8c18d6	1	0.292341	GCF_000422565.1
19fbbf20f32ce9cf79d66e6507b64260	1	0.024909	GCF_016894445.1
1a080b481128cc4cb6eaf44b4d9e5522	1	0.041651	GCF_011492965.1
1a09df5851c966224524a7f9248c4130	1	0.046097	GCA_016872595.1
1a1cf300d003fe672398a56b019d32b3	1	0.167682	GCA_014896235.1
1a1ff95246dcca1110af8c830f6ed781	1	0.003682	GCF_000814475.1
1a382e0f3b4aaca986ab99624de22e51	1	0.15449	GCA_002686885.1
1a498d4e87225c0ff88a5bc568361e9c	1	0.047398	GCF_007750855.1
1a6b204c967ec63d20413e8c6c942f79	1	0.007396	GCF_002198715.1
1a836353fc68898c9f042a7e0e16ff88	1	0.094675	GCF_016924655.1
1a8adfddc0b62c74557c93e9db7c711d	1	0.155812	GCA_004211595.1
1a944588e58e219f010a8d50a99925fa	1	0.111319	GCF_014202995.1
1a94aa346e6403f8b8ed5ca0ff09b58a	1	0.525604	GCF_007859955.1
1a9cc57a5dc59925d8a8429701b59e7e	1	0.00015	GCA_021083345.1
1aa1fb5d92a69b05af0770847658bd84	1	0.088584	GCA_016871515.1
1aa28d72a294478ce8c0dd6f067da24e	1	0.029548	GCF_013179735.1
1ad62426584e6fbed5b616b774c89490	1	0.040625	GCF_012913485.1
1ad871c97ac22616268d56dfea3f4d4c	1	0.101398	GCF_002897035.1
1adc83d61e32ff55ddb4eded753ba499	1	0.144348	GCA_021781615.1
1ae3166ab7bfdfb91760ec7e6637275c	1	0.189795	GCA_025054955.1
1ae419db2727def1f092f5aff6c85e35	1	0.224158	GCF_015169395.1
1ae7c7a0ec0f2e14b1eee7eea745f858	1	0.182236	GCA_018401705.1
1afc5f25406f8384bf947810633d7f63	1	0.072941	GCA_016713885.1
1b0523c96fcbd89e9a5d7220297d88d6	1	0.00015	GCF_013359755.1
1b066ef73f45eb20d5f4f01ec1ee8cf9	1	0.219264	GCA_020849105.1
1b09f7cf4aaa4c46da57d839e7f7b88c	1	0.054818	GCA_945860745.1
1b12e5bf5f4ee5c052701b389d8ecc84	1	0.070868	GCA_022703625.1
1b1e13e67d178209cc7c9551a0e8fdaa	1	0.073686	GCF_002797715.1
1b31823173ede3985fdf28af5c84d385	1	0.11851	GCA_013822245.1
1b344ed6c658b4655a4e55715319d761	1	0.0656	GCA_022072025.1
1b4464ddd882546868c531c63a8bf7ed	1	0.083074	GCA_903859705.1
1b59e33b7b7392194bd94ac8cb37d4ca	1	0.054778	GCA_019694875.1
1b59f10dd110e4584020cc44c83865f7	1	0.038578	GCA_016712265.1
1b6ac0d1e89f84b91518c11bd5ad9ae9	1	0.014117	GCA_002155895.1
1b6cc83bc9aceee5842fda580cea10c5	1	0.07718	GCF_014202995.1
1b74dc92825d6fdde302684997814930	1	0.114662	GCA_017881465.1
1b785680579c52d92e9ce9040dc3340e	1	0.278549	GCA_002069885.1
1b7e3a0b1cd312bc24e97fb199c1e7a2	1	0.042598	GCA_910575665.1
1b887886e1b1f0ad8f5543e76bb15ba0	1	0.119859	GCA_002284855.1
1b904a51387ee27685bced5de160f7c3	1	0.024328	GCF_918741295.1
1b9205513038e1f1d31c5624375f1b6f	1	0.125558	GCA_013816245.1
1b97c4c0041be3038d6d31272bb741af	1	0.05274	GCA_002841545.1
1bb4402bc80b4f6621e91f3e94fbd9dd	1	0.003797	GCF_003057875.1
1bbdbb2dbb343c7a28197f87e151b42a	1	0.038498	GCA_021773365.1
1bc541ded4bd3574249625e9bc073d56	1	0.00015	GCF_001426685.1
1bc5a9662beca8d51b65fe104d33c09c	1	0.128343	GCF_900102695.1
1bcd5b4961879706ece0acb5f285c4df	1	0.057888	GCA_016713175.1
1bd0bc81c45f23857c05f44b4421e0a2	1	0.121265	GCA_023150805.1
1bd4312760eaef1228edf5ee8a9441e3	1	0.048374	GCA_013816245.1
1bd449e1bfaffbda91a387ad13bfc8a4	1	0.00015	GCF_016464305.1
1bda0a36eb05889965752745ade45125	1	0.124501	GCA_910577815.1
1bda765decad5c1fa9b4ff26b7e99e3d	1	0.03056	GCF_007752535.1
1be25a9d6177dcfae3053de677c8f7f5	1	0.112944	GCA_945875585.1
1bef15df89230ef0d646de7fc9701bf9	1	0.110763	GCA_019637635.1
1bf2d07c9e19dc56f66ab9095417b189	1	0.112794	GCA_015075625.1
1bf5c5ee8955a0a07ed9ec173204fb62	1	0.035181	GCA_016703895.1
1bf6a5e881f12260eb278837cf4ddaa1	2	0.062575	GCF_000423185.1
1c01ead6b496c3fd8a79d218089ac0e2	1	0.082104	GCF_015169395.1
1c0418fd0e2ed26401793018a8a258ee	1	0.044393	GCA_003222945.1
1c04f59118fd05bc73d04529257b4634	1	0.025475	GCF_000143145.1
1c0fd22f6533e94ca01d90a851ba5b76	1	0.18325	GCA_016869025.1
1c0ff175409f450bb785c4ed693c32fd	1	0.070999	GCA_021781455.1
1c10312181fc38c5610f977f01d58c49	1	0.09676	GCF_008180865.1
1c11ebbcaa25be4c61824073c064f437	1	0.066498	GCF_004834005.1
1c293eb638beabdfa8599bf951f2a95c	1	0.049676	GCF_009674885.1
1c2ba425e968966955ad752a639fe61f	1	0.011114	GCA_945870035.1
1c303104c04114fb2f9f8feadb91c1b0	1	0.015155	GCA_016871055.1
1c4649bfc6f8714eced3afb06b8e28e9	1	0.345852	GCA_018897395.1
1c51e6203a70b59cb8015a9acd5a6f15	1	0.250485	GCF_003574315.1
1c6621aa96c5b8bb6448b9df30d654d5	1	0.087399	GCA_009379725.1
1c6a771e3c3c87229917e08775af5b42	1	0.028662	GCF_900103325.1
1c6efba70fe578aded2eaff243f94776	1	0.459829	GCF_001484045.1
1c70df8259fb9f02ff31e6f67d944d5b	1	0.051383	GCA_900110395.1
1c745eb06c65baf76774a68d842e6c5e	2	0.027434	GCA_016712345.1
1c8169b4e7008ce117a2b8695986fe8f	1	0.010564	GCA_002155895.1
1c83b06dd23eb2cf7f765b52472be974	1	0.049872	GCA_016703895.1
1c852241332b3eddb8d8eb1b100ecbb5	1	0.168607	GCA_020718205.1
1c9be2297ab0be59434d63880649fe06	1	0.077586	GCF_008039575.1
1c9bfb10ea89941216b310792e237b22	1	0.074087	GCF_900119825.1
